Initializing NVTX monkey patches
Done with NVTX monkey patching
I Loading best validating checkpoint from /root/.local/share/deepspeech/checkpoints/best_dev-6211
I Loading variable from checkpoint: beta1_power
I Loading variable from checkpoint: beta2_power
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam_1
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam_1
I Loading variable from checkpoint: global_step
I Loading variable from checkpoint: layer_1/bias
I Loading variable from checkpoint: layer_1/bias/Adam
I Loading variable from checkpoint: layer_1/bias/Adam_1
I Loading variable from checkpoint: layer_1/weights
I Loading variable from checkpoint: layer_1/weights/Adam
I Loading variable from checkpoint: layer_1/weights/Adam_1
I Loading variable from checkpoint: layer_2/bias
I Loading variable from checkpoint: layer_2/bias/Adam
I Loading variable from checkpoint: layer_2/bias/Adam_1
I Loading variable from checkpoint: layer_2/weights
I Loading variable from checkpoint: layer_2/weights/Adam
I Loading variable from checkpoint: layer_2/weights/Adam_1
I Loading variable from checkpoint: layer_3/bias
I Loading variable from checkpoint: layer_3/bias/Adam
I Loading variable from checkpoint: layer_3/bias/Adam_1
I Loading variable from checkpoint: layer_3/weights
I Loading variable from checkpoint: layer_3/weights/Adam
I Loading variable from checkpoint: layer_3/weights/Adam_1
I Loading variable from checkpoint: layer_5/bias
I Loading variable from checkpoint: layer_5/bias/Adam
I Loading variable from checkpoint: layer_5/bias/Adam_1
I Loading variable from checkpoint: layer_5/weights
I Loading variable from checkpoint: layer_5/weights/Adam
I Loading variable from checkpoint: layer_5/weights/Adam_1
I Loading variable from checkpoint: layer_6/bias
I Loading variable from checkpoint: layer_6/bias/Adam
I Loading variable from checkpoint: layer_6/bias/Adam_1
I Loading variable from checkpoint: layer_6/weights
I Loading variable from checkpoint: layer_6/weights/Adam
I Loading variable from checkpoint: layer_6/weights/Adam_1
I Loading variable from checkpoint: learning_rate
I STARTING Optimization
Epoch 0 |   Training | Elapsed Time: 0:00:00 | Steps: 0 | Loss: 0.000000
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 1 | Loss: 45.881554
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 2 | Loss: 44.633720
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 3 | Loss: 47.792971
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 4 | Loss: 48.969401
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 5 | Loss: 50.646423
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 6 | Loss: 51.825082
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 7 | Loss: 53.211479
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 8 | Loss: 53.772426
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 9 | Loss: 53.871803
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 10 | Loss: 53.789475
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 11 | Loss: 54.209677
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 12 | Loss: 54.892539
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 13 | Loss: 55.176113
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 14 | Loss: 55.260680
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 15 | Loss: 55.144745
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 16 | Loss: 55.560997
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 17 | Loss: 56.231420
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 18 | Loss: 57.224406
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 19 | Loss: 57.623064
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 20 | Loss: 58.035777
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 21 | Loss: 59.055920
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 22 | Loss: 59.549952
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 23 | Loss: 60.096774
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 24 | Loss: 60.289976
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 25 | Loss: 60.859299
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 26 | Loss: 62.066162
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 27 | Loss: 61.968239
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 28 | Loss: 62.756549
