Initializing NVTX monkey patches
Done with NVTX monkey patching
I Loading best validating checkpoint from /root/.local/share/deepspeech/checkpoints/best_dev-5653
I Loading variable from checkpoint: beta1_power
I Loading variable from checkpoint: beta2_power
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam_1
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam_1
I Loading variable from checkpoint: global_step
I Loading variable from checkpoint: layer_1/bias
I Loading variable from checkpoint: layer_1/bias/Adam
I Loading variable from checkpoint: layer_1/bias/Adam_1
I Loading variable from checkpoint: layer_1/weights
I Loading variable from checkpoint: layer_1/weights/Adam
I Loading variable from checkpoint: layer_1/weights/Adam_1
I Loading variable from checkpoint: layer_2/bias
I Loading variable from checkpoint: layer_2/bias/Adam
I Loading variable from checkpoint: layer_2/bias/Adam_1
I Loading variable from checkpoint: layer_2/weights
I Loading variable from checkpoint: layer_2/weights/Adam
I Loading variable from checkpoint: layer_2/weights/Adam_1
I Loading variable from checkpoint: layer_3/bias
I Loading variable from checkpoint: layer_3/bias/Adam
I Loading variable from checkpoint: layer_3/bias/Adam_1
I Loading variable from checkpoint: layer_3/weights
I Loading variable from checkpoint: layer_3/weights/Adam
I Loading variable from checkpoint: layer_3/weights/Adam_1
I Loading variable from checkpoint: layer_5/bias
I Loading variable from checkpoint: layer_5/bias/Adam
I Loading variable from checkpoint: layer_5/bias/Adam_1
I Loading variable from checkpoint: layer_5/weights
I Loading variable from checkpoint: layer_5/weights/Adam
I Loading variable from checkpoint: layer_5/weights/Adam_1
I Loading variable from checkpoint: layer_6/bias
I Loading variable from checkpoint: layer_6/bias/Adam
I Loading variable from checkpoint: layer_6/bias/Adam_1
I Loading variable from checkpoint: layer_6/weights
I Loading variable from checkpoint: layer_6/weights/Adam
I Loading variable from checkpoint: layer_6/weights/Adam_1
I Loading variable from checkpoint: learning_rate
I STARTING Optimization
Epoch 0 |   Training | Elapsed Time: 0:00:00 | Steps: 0 | Loss: 0.000000
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 1 | Loss: 50.119198
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 2 | Loss: 51.485872
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 3 | Loss: 52.127707
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 4 | Loss: 52.853956
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 5 | Loss: 54.764220
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 6 | Loss: 56.498005
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 7 | Loss: 56.900830
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 8 | Loss: 58.404012
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 9 | Loss: 59.075630
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 10 | Loss: 59.534453
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 11 | Loss: 59.745724
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 12 | Loss: 59.736726
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 13 | Loss: 59.548799
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 14 | Loss: 59.950632
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 15 | Loss: 59.445887
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 16 | Loss: 59.204241
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 17 | Loss: 58.602946
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 18 | Loss: 58.013866
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 19 | Loss: 57.620329
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 20 | Loss: 56.831661
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 21 | Loss: 56.537970
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 22 | Loss: 56.646250
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 23 | Loss: 56.581139
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 24 | Loss: 57.123115
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 25 | Loss: 57.194897
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 26 | Loss: 57.147948
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 27 | Loss: 57.385998
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 28 | Loss: 56.980844
